abt_inmate_id,sex,admtype,offgeneral,admit_year,release_year,race,ageadmit,agerelease,reltype,state
A012022000000057293,1,1,3,2014,2017,1,3,3,2,1
A012022000000091125,1,2,2,2017,2017,9,5,5,1,1
A012022000000050443,1,2,2,2010,2017,1,3,4,1,1
A012022000000048638,1,2,3,2017,2017,9,3,3,1,1
A012022000000195082,1,1,2,2016,2017,9,2,2,3,1
A012022000000053098,1,2,1,2016,2017,9,2,2,1,1
A012022000000159655,1,3,3,2017,2017,9,3,3,1,1
A012022000000147035,1,1,3,2017,2017,1,3,3,1,1
A012022000000038407,1,1,1,2015,2017,9,1,1,1,1
A012022000000005034,1,1,3,2016,2017,1,3,3,1,1
A012022000000026086,1,1,1,2015,2017,9,2,2,2,1
A012022000000018670,1,3,1,2004,2017,9,2,3,2,1
A012022000000040199,1,3,3,2014,2017,1,3,4,1,1
A012022000000001073,1,3,2,2017,2017,1,2,2,2,1
A012022000000017199,1,3,2,2016,2017,1,2,2,2,1
A012022000000036396,1,1,3,2014,2017,9,2,2,2,1
A012022000000003896,1,1,3,2017,2017,1,2,2,1,1
A012022000000042053,1,1,2,2016,2017,1,3,3,1,1
A012022000000066713,1,3,1,2007,2017,9,3,4,2,1
A012022000000137739,1,1,1,2016,2017,9,1,1,2,1
A012022000000057104,1,1,2,2017,2017,1,2,2,3,1
A012022000000106969,2,2,3,2016,2017,1,2,2,1,1
A012022000000008364,1,1,2,2016,2017,1,3,3,1,1
A012022000000007988,1,1,2,2016,2017,1,3,3,1,1
A012022000000040827,1,1,3,2016,2017,9,3,3,3,1
A012022000000053462,1,2,2,2017,2017,9,2,2,1,1
A012022000000143042,1,1,2,2003,2017,1,3,5,1,1
A012022000000008633,1,1,1,2017,2017,1,1,1,1,1
A012022000000043182,1,1,4,2017,2017,1,1,1,1,1
A012022000000076706,1,1,1,2013,2017,9,2,3,2,1
A012022000000156282,1,1,3,2017,2017,1,2,2,2,1
A012022000000051551,1,1,2,2017,2017,9,2,2,1,1
A012022000000015200,1,1,2,2014,2017,9,1,2,1,1
A012022000000058445,1,2,2,2017,2017,9,3,3,1,1
A012022000000034085,1,1,1,2010,2017,9,1,2,1,1
A012022000000014520,1,1,2,2015,2017,1,2,2,1,1
A012022000000115778,1,1,4,2014,2017,9,1,1,1,1
A012022000000119061,1,1,4,2017,2017,9,1,1,1,1
A012022000000020630,1,1,3,2017,2017,1,4,4,3,1
A012022000000100232,1,2,1,2015,2017,1,5,5,1,1
A012022000000098431,1,1,2,2016,2017,1,3,3,1,1
A012022000000095064,1,1,1,1999,2017,9,1,3,1,1
A012022000000121892,1,1,4,2016,2017,1,3,3,1,1
A012022000000004835,1,1,2,2017,2017,1,3,3,3,1
A012022000000148418,1,1,1,2017,2017,9,2,2,3,1
A012022000000091509,1,1,1,2014,2017,9,2,2,1,1
A012022000000072999,1,1,3,2013,2017,1,3,3,1,1
A012022000000198854,1,1,4,2017,2017,9,3,3,1,1
A012022000000002050,1,3,3,2017,2017,1,2,2,1,1
A012022000000003063,1,9,3,2017,2017,1,3,3,1,1
A012022000000139084,1,1,3,2017,2017,9,1,1,1,1
A012022000000069089,1,1,1,2015,2017,9,2,2,1,1
A012022000000028717,1,1,4,2016,2017,9,2,2,1,1
A012022000000018911,1,2,4,2013,2017,1,3,3,2,1
A012022000000046177,1,1,3,2017,2017,1,2,2,2,1
A012022000000160121,1,1,2,2015,2017,9,2,2,1,1
A012022000000032968,1,3,2,2003,2017,9,3,5,1,1
A012022000000051742,1,1,2,2017,2017,9,1,1,1,1
A012022000000146860,2,1,2,2017,2017,1,2,2,1,1
A012022000000045332,1,1,2,2015,2017,1,4,4,2,1
A012022000000024045,1,1,2,2015,2017,9,2,2,1,1
A012022000000158239,2,1,4,2017,2017,1,2,2,1,1
A012022000000062966,1,1,1,2008,2017,9,1,2,1,1
A012022000000160252,1,1,4,2017,2017,1,3,3,1,1
A012022000000096739,2,1,4,2017,2017,1,2,2,1,1
A012022000000143125,1,3,5,2017,2017,1,1,1,2,1
A012022000000085595,1,3,2,2017,2017,9,3,3,1,1
A012022000000133243,1,1,3,2017,2017,9,3,3,1,1
A012022000000077341,1,2,1,2013,2017,9,3,3,1,1
A012022000000115503,1,1,3,2011,2017,9,2,2,3,1
A012022000000004386,1,2,3,2017,2017,9,3,3,1,1
A012022000000009508,2,3,4,2016,2017,1,2,2,1,1
A012022000000081928,1,1,1,1993,2017,1,2,5,1,1
A012022000000022431,1,1,1,2016,2017,1,1,1,3,1
A012022000000006842,1,2,2,2017,2017,9,3,3,1,1
A012022000000111733,1,3,3,2017,2017,9,2,2,3,1
A012022000000006382,1,1,4,2017,2017,9,3,3,1,1
A012022000000153943,1,1,4,2000,2017,1,1,3,1,1
A012022000000100513,1,1,4,2017,2017,9,3,3,1,1
A012022000000015645,1,3,3,2015,2017,1,3,3,1,1
A012022000000075584,1,1,4,2017,2017,1,3,3,1,1
A012022000000024190,2,1,3,2014,2017,1,2,3,1,1
A012022000000015183,1,1,3,2001,2017,9,1,3,1,1
A012022000000020309,1,1,4,2016,2017,9,2,2,1,1
A012022000000174704,1,1,4,2017,2017,9,1,1,1,1
A012022000000024328,1,1,5,2017,2017,9,1,1,1,1
A012022000000008289,1,2,3,2009,2017,9,2,3,1,1
A012022000000113722,1,3,4,2016,2017,9,3,3,1,1
A012022000000104996,1,1,2,2006,2017,9,2,3,1,1
A012022000000042091,1,1,1,1988,2017,9,2,5,2,1
A012022000000060369,1,1,2,2017,2017,1,2,2,1,1
A012022000000126620,1,1,1,2007,2017,1,4,5,2,1
A012022000000070418,2,1,4,2017,2017,1,2,2,1,1
A012022000000058682,1,1,2,2014,2017,9,1,1,1,1
A012022000000008930,1,1,3,2016,2017,9,3,3,1,1
A012022000000163695,1,1,2,2017,2018,1,2,2,1,1
A012022000000161660,2,1,3,2017,2018,1,2,2,1,1
A012022000000022029,1,3,4,2016,2018,1,3,3,1,1
A012022000000081796,1,3,1,2018,2018,9,3,3,1,1
A012022000000041592,1,1,1,2015,2018,1,3,4,1,1
A012022000000003803,1,2,2,2017,2018,9,5,5,1,1
A012022000000024019,1,2,3,2018,2018,9,4,4,1,1
A012022000000018814,1,2,3,2018,2018,9,3,3,1,1
A012022000000033047,1,3,5,2018,2018,9,1,1,3,1
A012022000000127553,1,1,1,2015,2018,1,2,3,1,1
A012022000000024696,1,2,4,2018,2018,1,3,3,2,1
A012022000000099963,1,3,3,2018,2018,1,2,2,1,1
A012022000000062763,1,1,4,2018,2018,9,3,3,1,1
A012022000000079413,2,1,4,2018,2018,1,2,2,1,1
A012022000000050378,1,1,3,2017,2018,9,2,2,1,1
A012022000000184382,1,1,3,2017,2018,1,3,3,1,1
A012022000000026675,1,1,3,2017,2018,9,2,2,1,1
A012022000000172200,2,1,4,2017,2018,1,3,3,1,1
A012022000000015414,1,2,3,2017,2018,9,3,3,2,1
A012022000000006400,1,1,4,2018,2018,9,3,3,1,1
A012022000000043561,1,1,3,2018,2018,1,2,2,2,1
A012022000000046545,1,1,1,2017,2018,1,2,2,1,1
A012022000000076129,1,1,2,2016,2018,1,1,2,1,1
A012022000000037533,2,3,1,2007,2018,1,2,3,1,1
A012022000000156807,1,1,1,2000,2018,1,4,5,3,1
A012022000000042365,1,1,5,2017,2018,1,1,1,2,1
A012022000000019293,1,2,2,2015,2018,9,3,3,1,1
A012022000000051160,1,1,3,2018,2018,1,3,3,3,1
A012022000000057662,1,1,2,2018,2018,1,3,3,3,1
A012022000000142487,1,1,3,2018,2018,1,2,2,1,1
A012022000000124038,1,1,1,2014,2018,9,1,2,1,1
A012022000000186660,1,1,1,2014,2018,1,3,3,2,1
A012022000000056497,1,3,1,2000,2018,9,2,4,1,1
A012022000000022773,1,1,2,2016,2018,9,1,1,2,1
A012022000000013157,1,1,2,2017,2018,1,2,2,1,1
A012022000000131395,1,1,2,2018,2018,1,1,2,1,1
A012022000000165603,1,1,2,2018,2018,9,2,2,1,1
A012022000000038531,1,1,2,2018,2018,1,4,4,3,1
A012022000000040512,1,1,2,2017,2018,1,2,2,1,1
A012022000000181518,2,1,3,2018,2018,1,2,2,1,1
A012022000000021679,1,2,2,2018,2018,1,3,3,1,1
A012022000000152255,1,1,1,2016,2018,9,1,1,1,1
A012022000000039236,1,3,3,2017,2018,9,2,3,2,1
A012022000000097283,1,3,3,2015,2018,1,2,2,1,1
A012022000000002566,1,1,3,2017,2018,9,3,3,2,1
A012022000000100486,1,1,4,2014,2018,9,2,2,2,1
A012022000000173446,1,2,3,2018,2018,1,4,4,1,1
A012022000000066651,1,1,4,2017,2018,9,2,2,3,1
A012022000000179957,1,1,1,2007,2018,1,1,2,2,1
A012022000000084257,1,1,2,2016,2018,9,4,4,1,1
A012022000000027143,1,2,2,2018,2018,1,2,2,2,1
A012022000000033268,1,1,1,2015,2018,9,1,2,2,1
A012022000000071595,1,1,3,2017,2018,9,4,4,1,1
A012022000000052401,1,1,2,2018,2018,1,2,2,1,1
A012022000000089179,2,1,4,2017,2018,9,2,2,1,1
A012022000000000006,1,3,3,2017,2018,1,4,4,1,1
A012022000000046959,1,1,2,2016,2018,9,3,3,1,1
A012022000000038879,1,2,2,2017,2018,9,1,1,2,1
A012022000000094762,1,1,2,2016,2018,1,2,2,3,1
A012022000000018074,1,2,4,2018,2018,9,5,5,1,1
A012022000000104353,2,1,3,2018,2018,1,2,2,3,1
A012022000000173074,2,1,1,2018,2018,9,2,2,3,1
A012022000000190928,1,1,1,2011,2018,9,1,2,3,1
A012022000000067968,1,2,2,2018,2018,1,2,2,1,1
A012022000000038479,1,1,3,2018,2018,1,3,3,1,1
A012022000000127012,1,1,5,2016,2018,9,1,1,2,1
A012022000000037472,2,2,1,2018,2018,9,4,4,1,1
A012022000000069897,1,2,2,2018,2018,1,2,2,2,1
A012022000000014798,1,3,2,2015,2018,1,2,2,2,1
A012022000000056177,1,3,2,2013,2018,9,1,2,1,1
A012022000000000485,1,1,2,2017,2018,1,2,2,1,1
A012022000000203899,2,1,3,2018,2018,1,2,2,1,1
A012022000000067466,1,1,4,2016,2018,1,2,2,1,1
A012022000000007564,1,1,3,2017,2018,1,2,2,1,1
A012022000000055630,1,1,3,2018,2018,9,4,4,1,1
A012022000000081762,1,1,1,2007,2018,1,5,5,3,1
A012022000000102945,1,9,1,2014,2018,1,3,3,1,1
A012022000000038334,2,1,4,2018,2018,1,2,2,1,1
A012022000000041149,1,1,2,2017,2018,1,2,2,1,1
A012022000000077136,1,1,1,2017,2018,1,1,1,1,1
A012022000000099277,1,1,2,2017,2018,1,2,2,2,1
A012022000000100346,1,3,1,2014,2018,9,5,5,3,1
A012022000000113372,1,1,2,2017,2018,1,3,3,1,1
A012022000000144616,1,1,1,2017,2018,9,2,2,1,1
A012022000000008288,1,3,3,2018,2018,1,2,2,3,1
A012022000000201931,1,1,1,2015,2018,9,1,1,1,1
A012022000000017887,1,2,3,2018,2018,1,2,2,1,1
A012022000000125454,1,1,1,2016,2018,9,2,2,1,1
A012022000000035724,1,1,2,2018,2018,1,3,3,3,1
A012022000000202963,1,1,5,2017,2018,9,1,1,1,1
A012022000000076115,1,3,2,2015,2018,1,2,3,1,1
A012022000000164565,1,1,4,2016,2018,9,2,2,1,1
A012022000000010480,1,1,2,2017,2018,9,2,2,1,1
A012022000000030794,2,2,3,2018,2018,1,4,4,1,1
A012022000000146577,1,3,2,2017,2018,1,2,2,1,1
A012022000000097014,1,1,3,2018,2018,9,4,4,3,1
A012022000000033587,1,3,3,2018,2018,9,2,2,3,1
A012022000000025925,2,1,3,2016,2018,1,3,3,1,1
A012022000000091368,1,1,3,2017,2018,9,3,3,2,1
A012022000000007993,1,3,3,2018,2018,1,4,4,3,1
A012022000000041029,1,1,1,1993,2018,9,4,5,3,1
A012022000000057537,1,1,3,2017,2018,9,2,3,1,1
A012022000000134538,1,1,2,2018,2018,9,1,1,1,1
A012022000000086177,1,2,1,2018,2018,9,3,3,1,1
A012022000000055854,1,1,1,2017,2018,1,2,2,1,1
A012022000000103746,2,1,2,2017,2018,1,2,2,1,1
A012022000000000092,1,3,1,2009,2018,1,2,3,2,1
A012022000000089817,2,2,1,2017,2018,9,4,4,3,1
A012022000000019467,1,1,2,2014,2018,1,4,4,1,1
A012022000000069329,2,3,3,2017,2018,1,3,3,2,1
A012022000000013119,1,1,3,2017,2018,1,2,2,1,1
A012022000000156217,1,1,3,2012,2018,9,5,5,1,1
A012022000000117456,1,1,3,2017,2018,1,3,3,1,1
A012022000000029087,1,1,2,2017,2018,1,3,3,2,1
A012022000000206693,1,1,3,2017,2018,1,3,3,1,1
A012022000000064943,1,1,5,2018,2018,9,1,1,1,1
A012022000000054836,1,1,2,2017,2018,1,2,2,1,1
A012022000000052835,1,1,3,2015,2018,1,2,2,1,1
A012022000000009105,1,1,3,2015,2018,9,2,2,1,1
A012022000000004427,1,1,3,2018,2018,1,1,1,1,1
A012022000000067392,1,2,2,2016,2018,9,4,5,1,1
A012022000000046710,1,2,3,2016,2018,1,2,3,1,1
A012022000000024869,2,1,2,2017,2018,1,2,2,2,1
A012022000000044150,1,2,2,2018,2018,1,2,2,1,1
A012022000000113890,1,2,3,2017,2018,9,2,2,2,1
A012022000000045410,1,1,3,2018,2018,9,2,2,3,1
A012022000000101993,1,1,2,2018,2018,9,4,4,3,1
A012022000000107844,1,1,3,2018,2018,1,3,3,3,1
A012022000000031751,1,1,3,2003,2018,9,2,3,1,1
A012022000000011402,1,1,2,2017,2018,1,2,2,1,1
A012022000000027414,1,1,3,2018,2018,1,4,4,3,1
A012022000000022229,1,1,2,2018,2018,1,4,4,1,1
A012022000000022944,2,2,2,2018,2018,1,3,3,1,1
A012022000000016416,1,1,1,1999,2018,9,1,3,1,1
A012022000000106661,1,1,2,2017,2018,9,3,4,1,1
A012022000000086691,2,1,3,2018,2018,1,2,2,3,1
A012022000000027582,1,2,1,2018,2018,9,2,2,1,1
A012022000000187016,2,1,4,2018,2018,1,3,3,1,1
A012022000000159036,1,1,1,2018,2018,1,2,2,1,1
A012022000000006904,1,3,2,2017,2018,1,1,1,1,1
A012022000000002760,1,2,3,2018,2018,1,3,3,1,1
A012022000000107288,1,1,1,1990,2018,9,2,5,2,1
A012022000000151958,1,1,2,2012,2018,1,3,4,1,1
A012022000000080110,1,1,3,2018,2018,1,2,2,3,1
A012022000000059295,1,1,3,2018,2018,9,3,3,3,1
A012022000000076837,1,3,4,2018,2018,1,3,3,3,1
A012022000000114727,1,1,1,2017,2018,9,3,3,1,1
A012022000000037396,1,1,3,2018,2018,9,4,4,1,1
A012022000000075205,1,1,4,2012,2018,9,4,5,2,1
A012022000000010569,2,1,3,2018,2018,1,2,2,3,1
A012022000000148301,2,1,3,2017,2018,1,3,3,1,1
A012022000000048021,1,1,1,2014,2018,9,2,2,1,1
A012022000000120688,1,1,2,2018,2018,9,5,5,1,1
A012022000000032440,1,1,2,2015,2018,9,1,2,1,1
A012022000000049665,1,1,2,2017,2018,1,2,2,2,1
A012022000000043809,1,1,4,2018,2018,9,1,1,1,1
A012022000000162344,1,1,3,2015,2018,9,3,3,1,1
A012022000000133406,1,1,2,2018,2018,1,4,4,1,1
A012022000000072907,1,2,3,2018,2018,9,5,5,1,1
A012022000000013216,2,1,4,2018,2018,9,2,2,1,1
A012022000000074432,1,3,1,2016,2018,9,4,4,1,1
A012022000000062281,1,2,2,2016,2018,1,3,3,1,1
A012022000000065721,1,3,3,2017,2018,9,3,3,3,1
